# Undirected graph (each unordered pair of nodes is saved once): investor_network_undirected_unweighted.txt
# Nodes: 512 Edges: 3232
# NodeId	NodeId
11	31
11	32
11	33
11	34
11	35
11	39
11	40
11	41
11	42
11	50
11	52
11	55
11	56
11	58
11	61
11	63
11	88
